order	dataset_id	cluster_id	cluster_name	sample_id	gene_symbol	entrez_geneid	FBgn	avg_logFC	pct1	pct2	p_value	padj	other_value	other_value_type	rank	source_gene_info	rank_text
1666148	98	3	Lamellocyte	all	CG32803	326240	FBgn0052803	-0.38	0.18	0.36	2.218706e-03	1.00	NULL	NULL	NULL	gene symbol	
1666149	98	3	Lamellocyte	all	Neb-cGP	50417	FBgn0083167	-0.50	0.47	0.65	1.64e-05	0.12	NULL	NULL	NULL	gene symbol	
1666150	98	3	Lamellocyte	all	CG11699	32101	FBgn0030311	-0.52	0.41	0.59	2.6e-05	0.20	NULL	NULL	NULL	gene symbol	
1666151	98	3	Lamellocyte	all	CG34125	4379886	FBgn0083961	-0.46	0.41	0.59	2.88284e-04	1.00	NULL	NULL	NULL	gene symbol	
1666152	98	3	Lamellocyte	all	CG13321	36430	FBgn0033787	-0.46	0.12	0.29	4.786952e-03	1.00	NULL	NULL	NULL	gene symbol	
1666153	98	3	Lamellocyte	all	CG3226	31597	FBgn0029882	-0.39	0.22	0.40	3.015493e-03	1.00	NULL	NULL	NULL	gene symbol	
1666154	98	3	Lamellocyte	all	Pp1alpha-96A	42922	FBgn0003134	-0.31	0.20	0.38	8.870841e-03	1.00	NULL	NULL	NULL	gene symbol	
1666155	98	3	Lamellocyte	all	CG17337	35507	FBgn0259979	-0.57	0.62	0.79	2.72e-07	2.121172e-03	NULL	NULL	NULL	gene symbol	
1666156	98	3	Lamellocyte	all	CG3566	31562	FBgn0029854	-0.43	0.45	0.63	2.64102e-04	1.00	NULL	NULL	NULL	gene symbol	
1666157	98	3	Lamellocyte	all	boca	48986	FBgn0004132	-0.46	0.41	0.59	1.10322e-04	0.86	NULL	NULL	NULL	gene symbol	
1666158	98	3	Lamellocyte	all	CG31523	326148	FBgn0051523	-0.42	0.20	0.38	2.657217e-03	1.00	NULL	NULL	NULL	gene symbol	
1666159	98	3	Lamellocyte	all	CG8498	34111	FBgn0031992	-0.80	0.68	0.86	5.26e-12	4.1e-08	NULL	NULL	NULL	gene symbol	
1666160	98	3	Lamellocyte	all	CG3792	33717	FBgn0031662	-0.34	0.16	0.34	4.778873e-03	1.00	NULL	NULL	NULL	gene symbol	
1666161	98	3	Lamellocyte	all	sel	36046	FBgn0263260	-0.44	0.12	0.30	2.535484e-03	1.00	NULL	NULL	NULL	gene symbol	
1666162	98	3	Lamellocyte	all	oys	36045	FBgn0033476	-0.50	0.29	0.47	5.32251e-04	1.00	NULL	NULL	NULL	gene symbol	
1666163	98	3	Lamellocyte	all	Set	41844	FBgn0014879	-0.38	0.20	0.38	2.760489e-03	1.00	NULL	NULL	NULL	gene symbol	
1666164	98	3	Lamellocyte	all	Mtp	35362	FBgn0266369	-0.37	0.10	0.28	3.722438e-03	1.00	NULL	NULL	NULL	gene symbol	
1666165	98	3	Lamellocyte	all	l(1)G0232	31907	FBgn0028341	-0.45	0.18	0.36	1.301265e-03	1.00	NULL	NULL	NULL	gene symbol	
1666166	98	3	Lamellocyte	all	CG11562	33200	FBgn0031247	-0.32	0.08	0.26	2.991321e-03	1.00	NULL	NULL	NULL	gene symbol	
1666167	98	3	Lamellocyte	all	CG17721	41354	FBgn0037885	-0.41	0.20	0.38	8.64571e-04	1.00	NULL	NULL	NULL	gene symbol	
1666168	98	3	Lamellocyte	all	CG10470	35174	FBgn0032746	-0.42	0.22	0.41	1.509002e-03	1.00	NULL	NULL	NULL	gene symbol	
1666169	98	3	Lamellocyte	all	Arl4	43771	FBgn0039889	-0.29	0.16	0.34	4.663415e-03	1.00	NULL	NULL	NULL	gene symbol	
1666170	98	3	Lamellocyte	all	CG30415	246602	FBgn0250838	-0.42	0.54	0.72	1.61297e-04	1.00	NULL	NULL	NULL	gene symbol	
1666171	98	3	Lamellocyte	all	NimB1	34813	FBgn0027929	-0.41	0.08	0.26	2.36028e-03	1.00	NULL	NULL	NULL	gene symbol	
1666172	98	3	Lamellocyte	all	Nplp2	50286	FBgn0040813	-0.86	0.12	0.30	3.759455e-03	1.00	NULL	NULL	NULL	gene symbol	
1666173	98	3	Lamellocyte	all	CG15309	31949	FBgn0030183	-0.40	0.10	0.28	1.811377e-03	1.00	NULL	NULL	NULL	gene symbol	
1666174	98	3	Lamellocyte	all	CG30046	36334	FBgn0050046	-0.34	0.08	0.26	3.50083e-03	1.00	NULL	NULL	NULL	gene symbol	
1666175	98	3	Lamellocyte	all	Tim8	32081	FBgn0027359	-0.37	0.31	0.49	1.257291e-03	1.00	NULL	NULL	NULL	gene symbol	
1666176	98	3	Lamellocyte	all	CG15717	32262	FBgn0030451	-0.42	0.39	0.58	5.91827e-04	1.00	NULL	NULL	NULL	gene symbol	
1666177	98	3	Lamellocyte	all	CG1518	33082	FBgn0031149	-0.33	0.22	0.41	6.145413e-03	1.00	NULL	NULL	NULL	gene symbol	
1666178	98	3	Lamellocyte	all	pico	33003	FBgn0261811	-0.45	0.33	0.52	3.77627e-04	1.00	NULL	NULL	NULL	gene symbol	
1666179	98	3	Lamellocyte	all	Bsg	318841	FBgn0261822	-0.59	0.60	0.79	2.75e-07	2.145883e-03	NULL	NULL	NULL	gene symbol	
1666180	98	3	Lamellocyte	all	bip2	43793	FBgn0026262	-0.50	0.31	0.50	1.58092e-04	1.00	NULL	NULL	NULL	gene symbol	
1666181	98	3	Lamellocyte	all	fwe	39720	FBgn0261722	-0.43	0.25	0.44	6.29654e-04	1.00	NULL	NULL	NULL	gene symbol	
1666182	98	3	Lamellocyte	all	Invadolysin	49580	FBgn0086359	-0.38	0.08	0.27	1.909602e-03	1.00	NULL	NULL	NULL	gene symbol	
1666183	98	3	Lamellocyte	all	Nrt	39873	FBgn0004108	-0.27	0.06	0.25	2.662363e-03	1.00	NULL	NULL	NULL	gene symbol	
1666184	98	3	Lamellocyte	all	Dyrk2	34831	FBgn0016930	-0.42	0.06	0.25	1.727632e-03	1.00	NULL	NULL	NULL	gene symbol	
1666185	98	3	Lamellocyte	all	CG11134	32334	FBgn0030518	-0.37	0.12	0.31	1.923285e-03	1.00	NULL	NULL	NULL	gene symbol	
1666186	98	3	Lamellocyte	all	CG3446	31578	FBgn0029868	-0.42	0.45	0.65	2.07548e-04	1.00	NULL	NULL	NULL	gene symbol	
1666187	98	3	Lamellocyte	all	SC35	53444	FBgn0265298	-0.42	0.22	0.42	9.25788e-04	1.00	NULL	NULL	NULL	gene symbol	
1666188	98	3	Lamellocyte	all	ade5	32228	FBgn0020513	-0.39	0.10	0.29	1.693003e-03	1.00	NULL	NULL	NULL	gene symbol	
1666189	98	3	Lamellocyte	all	Prosbeta3	41079	FBgn0026380	-0.55	0.56	0.75	8.79e-07	6.857083e-03	NULL	NULL	NULL	gene symbol	
1666190	98	3	Lamellocyte	all	CG1416	35426	FBgn0032961	-0.42	0.18	0.38	9.85942e-04	1.00	NULL	NULL	NULL	gene symbol	
1666191	98	3	Lamellocyte	all	Dip-C	47769	FBgn0000455	-0.41	0.18	0.38	1.087275e-03	1.00	NULL	NULL	NULL	gene symbol	
1666192	98	3	Lamellocyte	all	SmB	34426	FBgn0262601	-0.45	0.29	0.48	3.94282e-04	1.00	NULL	NULL	NULL	gene symbol	
1666193	98	3	Lamellocyte	all	UK114	34897	FBgn0086691	-0.39	0.06	0.25	1.350936e-03	1.00	NULL	NULL	NULL	gene symbol	
1666194	98	3	Lamellocyte	all	Rm62	40739	FBgn0003261	-0.49	0.47	0.67	4.72e-05	0.36	NULL	NULL	NULL	gene symbol	
1666195	98	3	Lamellocyte	all	CG8602	38808	FBgn0035763	-0.81	0.62	0.82	4.34e-10	3.38e-06	NULL	NULL	NULL	gene symbol	
1666196	98	3	Lamellocyte	all	CG9662	33554	FBgn0031529	-0.42	0.20	0.40	1.133601e-03	1.00	NULL	NULL	NULL	gene symbol	
1666197	98	3	Lamellocyte	all	Mdh2	42185	FBgn0262559	-0.47	0.35	0.55	2.1751e-04	1.00	NULL	NULL	NULL	gene symbol	
1666198	98	3	Lamellocyte	all	CG5885	34314	FBgn0025700	-0.62	0.39	0.59	9.0e-06	0.07	NULL	NULL	NULL	gene symbol	
1666199	98	3	Lamellocyte	all	CG6650	39555	FBgn0036402	-0.42	0.10	0.30	1.071197e-03	1.00	NULL	NULL	NULL	gene symbol	
1666200	98	3	Lamellocyte	all	CG2918	31215	FBgn0023529	-0.43	0.16	0.36	1.100703e-03	1.00	NULL	NULL	NULL	gene symbol	
1666201	98	3	Lamellocyte	all	psq	36118	FBgn0263102	-0.40	0.12	0.32	1.202215e-03	1.00	NULL	NULL	NULL	gene symbol	
1666202	98	3	Lamellocyte	all	Hop	32080	FBgn0004864	-0.35	0.06	0.26	1.319376e-03	1.00	NULL	NULL	NULL	gene symbol	
1666203	98	3	Lamellocyte	all	D1	41095	FBgn0000412	-0.37	0.10	0.30	1.614702e-03	1.00	NULL	NULL	NULL	gene symbol	
1666204	98	3	Lamellocyte	all	ox	45401	FBgn0011227	-0.48	0.37	0.57	7.32e-05	0.57	NULL	NULL	NULL	gene symbol	
1666205	98	3	Lamellocyte	all	CG18081	39725	FBgn0036537	-0.46	0.39	0.60	1.59717e-04	1.00	NULL	NULL	NULL	gene symbol	
1666206	98	3	Lamellocyte	all	His2Av	43229	FBgn0001197	-0.51	0.16	0.37	5.23976e-04	1.00	NULL	NULL	NULL	gene symbol	
1666207	98	3	Lamellocyte	all	GstE11	37128	FBgn0034354	-0.38	0.18	0.39	1.150747e-03	1.00	NULL	NULL	NULL	gene symbol	
1666208	98	3	Lamellocyte	all	Sec61gamma	32968	FBgn0031049	-0.76	0.58	0.78	5.28e-10	4.11e-06	NULL	NULL	NULL	gene symbol	
1666209	98	3	Lamellocyte	all	Fer2LCH	44965	FBgn0015221	-0.70	0.68	0.89	5.65e-11	4.41e-07	NULL	NULL	NULL	gene symbol	
1666210	98	3	Lamellocyte	all	porin	34500	FBgn0004363	-0.59	0.52	0.72	3.99e-07	3.112547e-03	NULL	NULL	NULL	gene symbol	
1666211	98	3	Lamellocyte	all	CG2200	32258	FBgn0030447	-0.48	0.22	0.43	1.84945e-04	1.00	NULL	NULL	NULL	gene symbol	
1666212	98	3	Lamellocyte	all	SmD2	40781	FBgn0261789	-0.51	0.29	0.50	9.96e-05	0.77	NULL	NULL	NULL	gene symbol	
1666213	98	3	Lamellocyte	all	CG16817	41173	FBgn0037728	-0.90	0.66	0.87	2.68e-15	2.09e-11	NULL	NULL	NULL	gene symbol	
1666214	98	3	Lamellocyte	all	Vha100-2	42216	FBgn0028670	-0.42	0.06	0.27	7.08364e-04	1.00	NULL	NULL	NULL	gene symbol	
1666215	98	3	Lamellocyte	all	Alg-2	3355106	FBgn0086378	-0.61	0.62	0.83	6.23e-08	4.85665e-04	NULL	NULL	NULL	gene symbol	
1666216	98	3	Lamellocyte	all	CG8891	33718	FBgn0031663	-0.45	0.27	0.48	2.161e-04	1.00	NULL	NULL	NULL	gene symbol	
1666217	98	3	Lamellocyte	all	CG31915	319025	FBgn0051915	-0.41	0.08	0.29	7.33859e-04	1.00	NULL	NULL	NULL	gene symbol	
1666218	98	3	Lamellocyte	all	Sap-r	43662	FBgn0000416	-0.99	0.75	0.96	2.92e-17	2.28e-13	NULL	NULL	NULL	gene symbol	
1666219	98	3	Lamellocyte	all	Tango9	41450	FBgn0260744	-0.40	0.08	0.29	7.47053e-04	1.00	NULL	NULL	NULL	gene symbol	
1666220	98	3	Lamellocyte	all	Eip74EF	39962	FBgn0000567	-0.42	0.33	0.54	4.46214e-04	1.00	NULL	NULL	NULL	gene symbol	
1666221	98	3	Lamellocyte	all	CG42711	10178864	FBgn0261628	-0.54	0.12	0.33	6.72855e-04	1.00	NULL	NULL	NULL	gene symbol	
1666222	98	3	Lamellocyte	all	CG3940	41238	FBgn0037788	-1.15	0.04	0.25	5.70636e-04	1.00	NULL	NULL	NULL	gene symbol	
1666223	98	3	Lamellocyte	all	CG4250	37599	FBgn0034761	-1.53	0.77	0.98	2.07e-21	1.62e-17	NULL	NULL	NULL	gene symbol	
1666224	98	3	Lamellocyte	all	blw	37617	FBgn0011211	-0.78	0.66	0.88	6.48e-13	5.06e-09	NULL	NULL	NULL	gene symbol	
1666225	98	3	Lamellocyte	all	CG43446	12798498	FBgn0263400	-0.53	0.22	0.44	4.42927e-04	1.00	NULL	NULL	NULL	gene symbol	
1666226	98	3	Lamellocyte	all	CG10326	42027	FBgn0038453	-0.38	0.16	0.38	7.29859e-04	1.00	NULL	NULL	NULL	gene symbol	
1666227	98	3	Lamellocyte	all	CG4972	34388	FBgn0032217	-0.43	0.10	0.31	5.83297e-04	1.00	NULL	NULL	NULL	gene symbol	
1666228	98	3	Lamellocyte	all	SmD1	44668	FBgn0261933	-0.38	0.12	0.33	1.372682e-03	1.00	NULL	NULL	NULL	gene symbol	
1666229	98	3	Lamellocyte	all	Oscillin	33783	FBgn0031717	-0.58	0.33	0.54	9.7e-05	0.75	NULL	NULL	NULL	gene symbol	
1666230	98	3	Lamellocyte	all	CG6453	35056	FBgn0032643	-0.35	0.18	0.40	3.37612e-04	1.00	NULL	NULL	NULL	gene symbol	
1666231	98	3	Lamellocyte	all	Rabex-5	38144	FBgn0262937	-0.46	0.12	0.34	3.90273e-04	1.00	NULL	NULL	NULL	gene symbol	
1666232	98	3	Lamellocyte	all	ScpX	44183	FBgn0015808	-0.43	0.16	0.38	4.65775e-04	1.00	NULL	NULL	NULL	gene symbol	
1666233	98	3	Lamellocyte	all	Sucb	44001	FBgn0029118	-0.40	0.06	0.28	4.63064e-04	1.00	NULL	NULL	NULL	gene symbol	
1666234	98	3	Lamellocyte	all	kra	40680	FBgn0250753	-0.53	0.35	0.57	4.13e-05	0.32	NULL	NULL	NULL	gene symbol	
1666235	98	3	Lamellocyte	all	CG7970	38205	FBgn0035252	-0.45	0.14	0.36	4.04366e-04	1.00	NULL	NULL	NULL	gene symbol	
1666236	98	3	Lamellocyte	all	Rbp2	41294	FBgn0260944	-0.52	0.47	0.70	6.97e-06	0.05	NULL	NULL	NULL	gene symbol	
1666237	98	3	Lamellocyte	all	CG8449	41628	FBgn0038129	-0.38	0.08	0.30	7.30621e-04	1.00	NULL	NULL	NULL	gene symbol	
1666238	98	3	Lamellocyte	all	CG12811	41229	FBgn0037779	-0.40	0.12	0.34	6.4216e-04	1.00	NULL	NULL	NULL	gene symbol	
1666239	98	3	Lamellocyte	all	CG5397	33313	FBgn0031327	-0.46	0.08	0.30	4.18884e-04	1.00	NULL	NULL	NULL	gene symbol	
1666240	98	3	Lamellocyte	all	CG31224	42237	FBgn0051224	-0.44	0.18	0.41	5.11459e-04	1.00	NULL	NULL	NULL	gene symbol	
1666241	98	3	Lamellocyte	all	CG8501	36347	FBgn0033724	-2.72	0.77	0.99	3.2e-30	2.5e-26	NULL	NULL	NULL	gene symbol	
1666242	98	3	Lamellocyte	all	HDAC4	32278	FBgn0041210	-0.72	0.39	0.62	9.21e-07	7.182992e-03	NULL	NULL	NULL	gene symbol	
1666243	98	3	Lamellocyte	all	Roc2	36246	FBgn0044020	-0.45	0.16	0.39	3.04705e-04	1.00	NULL	NULL	NULL	gene symbol	
1666244	98	3	Lamellocyte	all	Cirl	35846	FBgn0033313	-0.42	0.16	0.39	3.6406e-04	1.00	NULL	NULL	NULL	gene symbol	
1666245	98	3	Lamellocyte	all	CG3609	33421	FBgn0031418	-0.41	0.10	0.32	4.82181e-04	1.00	NULL	NULL	NULL	gene symbol	
1666246	98	3	Lamellocyte	all	Pen	34338	FBgn0267727	-0.44	0.04	0.26	2.67423e-04	1.00	NULL	NULL	NULL	gene symbol	
1666247	98	3	Lamellocyte	all	SelR	41309	FBgn0267376	-0.70	0.33	0.56	3.57e-06	0.02	NULL	NULL	NULL	gene symbol	
1666248	98	3	Lamellocyte	all	CG17514	3355040	FBgn0039959	-0.48	0.31	0.53	1.27364e-04	0.99	NULL	NULL	NULL	gene symbol	
1666249	98	3	Lamellocyte	all	Dg	36773	FBgn0034072	-0.41	0.10	0.33	7.65615e-04	1.00	NULL	NULL	NULL	gene symbol	
1666250	98	3	Lamellocyte	all	SmE	34080	FBgn0261790	-0.67	0.47	0.70	2.58e-08	2.01171e-04	NULL	NULL	NULL	gene symbol	
1666251	98	3	Lamellocyte	all	sro	43512	FBgn0262112	-0.39	0.06	0.29	5.07669e-04	1.00	NULL	NULL	NULL	gene symbol	
1666252	98	3	Lamellocyte	all	Acon	44149	FBgn0010100	-0.42	0.12	0.35	4.47928e-04	1.00	NULL	NULL	NULL	gene symbol	
1666253	98	3	Lamellocyte	all	CG11858	43044	FBgn0039305	-0.40	0.04	0.27	3.05073e-04	1.00	NULL	NULL	NULL	gene symbol	
1666254	98	3	Lamellocyte	all	HP1D3csd	32906	FBgn0030994	-0.44	0.06	0.29	3.53071e-04	1.00	NULL	NULL	NULL	gene symbol	
1666255	98	3	Lamellocyte	all	NP15.6	42282	FBgn0027785	-0.54	0.39	0.63	3.64e-06	0.02	NULL	NULL	NULL	gene symbol	
1666256	98	3	Lamellocyte	all	Nurf-38	37922	FBgn0016687	-0.49	0.25	0.48	8.87e-05	0.69	NULL	NULL	NULL	gene symbol	
1666257	98	3	Lamellocyte	all	Tudor-SN	38045	FBgn0035121	-0.51	0.22	0.46	6.55e-05	0.51	NULL	NULL	NULL	gene symbol	
1666258	98	3	Lamellocyte	all	twr	40815	FBgn0262801	-0.70	0.47	0.71	1.47e-08	1.14714e-04	NULL	NULL	NULL	gene symbol	
1666259	98	3	Lamellocyte	all	CG10932	31695	FBgn0029969	-0.43	0.06	0.29	2.05371e-04	1.00	NULL	NULL	NULL	gene symbol	
1666260	98	3	Lamellocyte	all	CG9344	37372	FBgn0034564	-0.40	0.20	0.44	3.30281e-04	1.00	NULL	NULL	NULL	gene symbol	
1666261	98	3	Lamellocyte	all	eff	41785	FBgn0011217	-0.69	0.64	0.88	4.75e-11	3.7e-07	NULL	NULL	NULL	gene symbol	
1666262	98	3	Lamellocyte	all	CG34331	33011	FBgn0085360	-0.73	0.62	0.86	2.62e-09	2.04e-05	NULL	NULL	NULL	gene symbol	
1666263	98	3	Lamellocyte	all	CG5888	34980	FBgn0028523	-0.46	0.02	0.26	1.4884e-04	1.00	NULL	NULL	NULL	gene symbol	
1666264	98	3	Lamellocyte	all	CG5510	42872	FBgn0039160	-0.61	0.29	0.53	4.56e-06	0.03	NULL	NULL	NULL	gene symbol	
1666265	98	3	Lamellocyte	all	CG14184	40193	FBgn0036932	-0.55	0.27	0.51	2.18e-05	0.16	NULL	NULL	NULL	gene symbol	
1666266	98	3	Lamellocyte	all	grsm	41587	FBgn0040493	-0.42	0.12	0.36	2.11284e-04	1.00	NULL	NULL	NULL	gene symbol	
1666267	98	3	Lamellocyte	all	pinta	42635	FBgn0038966	-0.44	0.14	0.38	2.74084e-04	1.00	NULL	NULL	NULL	gene symbol	
1666268	98	3	Lamellocyte	all	wal	36252	FBgn0010516	-0.49	0.25	0.49	7.94e-05	0.61	NULL	NULL	NULL	gene symbol	
1666269	98	3	Lamellocyte	all	Prosap	50225	FBgn0040752	-0.57	0.06	0.30	1.73069e-04	1.00	NULL	NULL	NULL	gene symbol	
1666270	98	3	Lamellocyte	all	Sox14	37822	FBgn0005612	-0.39	0.06	0.30	3.62638e-04	1.00	NULL	NULL	NULL	gene symbol	
1666271	98	3	Lamellocyte	all	E23	43895	FBgn0020445	-0.48	0.20	0.45	3.19752e-04	1.00	NULL	NULL	NULL	gene symbol	
1666272	98	3	Lamellocyte	all	GstT1	35995	FBgn0050000	-0.50	0.18	0.43	6.48e-05	0.50	NULL	NULL	NULL	gene symbol	
1666273	98	3	Lamellocyte	all	CG42336	36205	FBgn0259238	-0.57	0.31	0.55	6.72e-06	0.05	NULL	NULL	NULL	gene symbol	
1666274	98	3	Lamellocyte	all	CG10424	40085	FBgn0036848	-0.42	0.04	0.28	1.37642e-04	1.00	NULL	NULL	NULL	gene symbol	
1666275	98	3	Lamellocyte	all	Tis11	32222	FBgn0011837	-0.77	0.56	0.80	7.66e-11	5.97e-07	NULL	NULL	NULL	gene symbol	
1666276	98	3	Lamellocyte	all	Hmu	43294	FBgn0015737	-0.47	0.12	0.37	1.54151e-04	1.00	NULL	NULL	NULL	gene symbol	
1666277	98	3	Lamellocyte	all	eIF5B	44261	FBgn0026259	-0.43	0.18	0.43	2.52621e-04	1.00	NULL	NULL	NULL	gene symbol	
1666278	98	3	Lamellocyte	all	dUTPase	34529	FBgn0250837	-0.50	0.12	0.37	3.81695e-04	1.00	NULL	NULL	NULL	gene symbol	
1666279	98	3	Lamellocyte	all	C1GalTA	34215	FBgn0032078	-0.47	0.08	0.32	1.79029e-04	1.00	NULL	NULL	NULL	gene symbol	
1666280	98	3	Lamellocyte	all	Yeti	7354404	FBgn0267398	-0.63	0.41	0.66	3.64e-07	2.837967e-03	NULL	NULL	NULL	gene symbol	
1666281	98	3	Lamellocyte	all	Scsalpha	38447	FBgn0004888	-0.60	0.45	0.70	2.07e-07	1.614251e-03	NULL	NULL	NULL	gene symbol	
1666282	98	3	Lamellocyte	all	AP-2alpha	33211	FBgn0264855	-0.62	0.33	0.58	1.08e-06	8.444546e-03	NULL	NULL	NULL	gene symbol	
1666283	98	3	Lamellocyte	all	CG5973	34023	FBgn0031914	-0.47	0.02	0.27	1.03608e-04	0.80	NULL	NULL	NULL	gene symbol	
1666284	98	3	Lamellocyte	all	Gfat2	43373	FBgn0039580	-0.50	0.20	0.45	7.24e-05	0.56	NULL	NULL	NULL	gene symbol	
1666285	98	3	Lamellocyte	all	CG10467	38697	FBgn0035679	-0.49	0.02	0.27	8.81e-05	0.68	NULL	NULL	NULL	gene symbol	
1666286	98	3	Lamellocyte	all	CG12054	43694	FBgn0039831	-0.50	0.16	0.41	7.8e-05	0.60	NULL	NULL	NULL	gene symbol	
1666287	98	3	Lamellocyte	all	CREG	42092	FBgn0025456	-0.57	0.04	0.29	8.93e-05	0.69	NULL	NULL	NULL	gene symbol	
1666288	98	3	Lamellocyte	all	Mvl	42490	FBgn0011672	-0.75	0.54	0.79	1.08e-09	8.38e-06	NULL	NULL	NULL	gene symbol	
1666289	98	3	Lamellocyte	all	yps	39377	FBgn0022959	-0.50	0.14	0.40	5.71e-05	0.44	NULL	NULL	NULL	gene symbol	
1666290	98	3	Lamellocyte	all	tsu	35924	FBgn0033378	-0.58	0.31	0.56	5.49e-06	0.04	NULL	NULL	NULL	gene symbol	
1666291	98	3	Lamellocyte	all	Gdh	42832	FBgn0001098	-1.10	0.66	0.92	3.71e-18	2.89e-14	NULL	NULL	NULL	gene symbol	
1666292	98	3	Lamellocyte	all	Hrb87F	48535	FBgn0004237	-0.60	0.20	0.46	1.05e-05	0.08	NULL	NULL	NULL	gene symbol	
1666293	98	3	Lamellocyte	all	clu	36793	FBgn0034087	-0.44	0.02	0.27	9.83e-05	0.76	NULL	NULL	NULL	gene symbol	
1666294	98	3	Lamellocyte	all	CG14476	49953	FBgn0027588	-0.42	0.18	0.44	2.85451e-04	1.00	NULL	NULL	NULL	gene symbol	
1666295	98	3	Lamellocyte	all	HP5	32090	FBgn0030301	-0.53	0.20	0.46	3.81e-05	0.29	NULL	NULL	NULL	gene symbol	
1666296	98	3	Lamellocyte	all	CG43658	32729	FBgn0263706	-0.52	0.06	0.31	9.05e-05	0.70	NULL	NULL	NULL	gene symbol	
1666297	98	3	Lamellocyte	all	CG1307	40814	FBgn0026566	-0.46	0.10	0.36	1.12015e-04	0.87	NULL	NULL	NULL	gene symbol	
1666298	98	3	Lamellocyte	all	Ost48	31849	FBgn0014868	-0.54	0.31	0.57	1.13e-05	0.08	NULL	NULL	NULL	gene symbol	
1666299	98	3	Lamellocyte	all	CG1371	36053	FBgn0033482	-0.48	0.08	0.34	1.0019e-04	0.78	NULL	NULL	NULL	gene symbol	
1666300	98	3	Lamellocyte	all	CG33459	2768847	FBgn0053459	-0.47	0.02	0.28	7.19e-05	0.56	NULL	NULL	NULL	gene symbol	
1666301	98	3	Lamellocyte	all	Cyp4e2	35822	FBgn0014469	-0.45	0.06	0.32	1.30918e-04	1.00	NULL	NULL	NULL	gene symbol	
1666302	98	3	Lamellocyte	all	Dp1	37116	FBgn0027835	-0.56	0.22	0.49	1.44e-05	0.11	NULL	NULL	NULL	gene symbol	
1666303	98	3	Lamellocyte	all	Pcmt	40668	FBgn0086768	-0.56	0.18	0.45	1.16e-05	0.09	NULL	NULL	NULL	gene symbol	
1666304	98	3	Lamellocyte	all	tth	32318	FBgn0030502	-0.51	0.16	0.43	4.15e-05	0.32	NULL	NULL	NULL	gene symbol	
1666305	98	3	Lamellocyte	all	ERp60	36270	FBgn0033663	-0.74	0.66	0.93	2.12e-12	1.66e-08	NULL	NULL	NULL	gene symbol	
1666306	98	3	Lamellocyte	all	CG4586	31641	FBgn0029924	-0.44	0.02	0.28	5.85e-05	0.45	NULL	NULL	NULL	gene symbol	
1666307	98	3	Lamellocyte	all	Prosalpha3	37378	FBgn0261394	-0.71	0.52	0.78	1.43e-09	1.11e-05	NULL	NULL	NULL	gene symbol	
1666308	98	3	Lamellocyte	all	Cdep	40608	FBgn0265082	-0.59	0.18	0.45	1.87e-05	0.14	NULL	NULL	NULL	gene symbol	
1666309	98	3	Lamellocyte	all	Mtpalpha	34276	FBgn0028479	-0.55	0.20	0.47	1.69e-05	0.13	NULL	NULL	NULL	gene symbol	
1666310	98	3	Lamellocyte	all	mthl10	38057	FBgn0035132	-0.51	0.04	0.31	5.08e-05	0.39	NULL	NULL	NULL	gene symbol	
1666311	98	3	Lamellocyte	all	vsg	39137	FBgn0045823	-1.55	0.70	0.97	7.1e-27	5.53e-23	NULL	NULL	NULL	gene symbol	
1666312	98	3	Lamellocyte	all	CG11882	43446	FBgn0039642	-0.52	0.12	0.39	4.61e-05	0.35	NULL	NULL	NULL	gene symbol	
1666313	98	3	Lamellocyte	all	CG9547	33911	FBgn0031824	-0.47	0.02	0.29	3.54e-05	0.27	NULL	NULL	NULL	gene symbol	
1666314	98	3	Lamellocyte	all	Spase25	32095	FBgn0030306	-0.65	0.37	0.64	4.41e-07	3.436573e-03	NULL	NULL	NULL	gene symbol	
1666315	98	3	Lamellocyte	all	SmF	36314	FBgn0000426	-0.51	0.12	0.39	2.62e-05	0.20	NULL	NULL	NULL	gene symbol	
1666316	98	3	Lamellocyte	all	CG10962	31824	FBgn0030073	-0.64	0.12	0.39	3.31e-05	0.25	NULL	NULL	NULL	gene symbol	
1666317	98	3	Lamellocyte	all	CG11077	43831	FBgn0039930	-0.54	0.18	0.46	2.06e-05	0.16	NULL	NULL	NULL	gene symbol	
1666318	98	3	Lamellocyte	all	CG8668	34107	FBgn0031988	-0.51	0.02	0.29	2.59e-05	0.20	NULL	NULL	NULL	gene symbol	
1666319	98	3	Lamellocyte	all	ATPsyn-beta	43829	FBgn0010217	-0.73	0.52	0.79	5.31e-10	4.14e-06	NULL	NULL	NULL	gene symbol	
1666320	98	3	Lamellocyte	all	Orct	42891	FBgn0019952	-0.50	0.04	0.32	3.98e-05	0.31	NULL	NULL	NULL	gene symbol	
1666321	98	3	Lamellocyte	all	CG15093	37166	FBgn0034390	-0.48	0.00	0.27	2.42e-05	0.18	NULL	NULL	NULL	gene symbol	
1666322	98	3	Lamellocyte	all	CtsB1	32341	FBgn0030521	-0.72	0.56	0.84	1.18e-09	9.23e-06	NULL	NULL	NULL	gene symbol	
1666323	98	3	Lamellocyte	all	Snp	37511	FBgn0265192	-0.63	0.16	0.44	2.94e-05	0.22	NULL	NULL	NULL	gene symbol	
1666324	98	3	Lamellocyte	all	OstDelta	37029	FBgn0034277	-0.46	0.14	0.42	3.07e-05	0.23	NULL	NULL	NULL	gene symbol	
