order	dataset_id	cluster_id	cluster_name	sample_id	gene_symbol	entrez_geneid	FBgn	avg_logFC	pct1	pct2	p_value	padj	other_value	other_value_type	rank	source_gene_info	rank_text
1666325	98	3	Lamellocyte	all	Tom7	35899	FBgn0033357	-0.77	0.43	0.72	4.41e-10	3.44e-06	NULL	NULL	NULL	gene symbol	
1666326	98	3	Lamellocyte	all	CG3638	31071	FBgn0261444	-0.56	0.12	0.40	2.78e-05	0.21	NULL	NULL	NULL	gene symbol	
1666327	98	3	Lamellocyte	all	scramb1	326186	FBgn0052056	-0.66	0.27	0.55	1.44e-06	0.01	NULL	NULL	NULL	gene symbol	
1666328	98	3	Lamellocyte	all	fz	45307	FBgn0001085	-0.50	0.10	0.38	9.78e-05	0.76	NULL	NULL	NULL	gene symbol	
1666329	98	3	Lamellocyte	all	rin	47998	FBgn0015778	-0.83	0.50	0.78	1.31e-12	1.02e-08	NULL	NULL	NULL	gene symbol	
1666330	98	3	Lamellocyte	all	CG7911	43559	FBgn0039735	-0.71	0.31	0.60	1.27e-07	9.87933e-04	NULL	NULL	NULL	gene symbol	
1666331	98	3	Lamellocyte	all	CG18249	40964	FBgn0037553	-0.51	0.02	0.31	1.5e-05	0.11	NULL	NULL	NULL	gene symbol	
1666332	98	3	Lamellocyte	all	CG3800	37646	FBgn0034802	-0.93	0.58	0.87	1.71e-13	1.33e-09	NULL	NULL	NULL	gene symbol	
1666333	98	3	Lamellocyte	all	CG42542	8674000	FBgn0260659	-0.57	0.16	0.45	1.05e-05	0.08	NULL	NULL	NULL	gene symbol	
1666334	98	3	Lamellocyte	all	RpS15Ab	36142	FBgn0033555	-0.50	0.10	0.39	3.57e-05	0.27	NULL	NULL	NULL	gene symbol	
1666335	98	3	Lamellocyte	all	CG7470	40443	FBgn0037146	-0.54	0.02	0.31	1.56e-05	0.12	NULL	NULL	NULL	gene symbol	
1666336	98	3	Lamellocyte	all	CG7834	43515	FBgn0039697	-0.49	0.12	0.41	3.23e-05	0.25	NULL	NULL	NULL	gene symbol	
1666337	98	3	Lamellocyte	all	ATPsyn-d	42291	FBgn0016120	-0.63	0.52	0.81	2.28e-08	1.77774e-04	NULL	NULL	NULL	gene symbol	
1666338	98	3	Lamellocyte	all	eEF1delta	34363	FBgn0032198	-0.76	0.41	0.71	3.67e-09	2.86e-05	NULL	NULL	NULL	gene symbol	
1666339	98	3	Lamellocyte	all	Hr4	31162	FBgn0264562	-0.55	0.41	0.71	2.52e-06	0.01	NULL	NULL	NULL	gene symbol	
1666340	98	3	Lamellocyte	all	Cht2	38223	FBgn0022702	-0.57	0.02	0.32	9.83e-06	0.07	NULL	NULL	NULL	gene symbol	
1666341	98	3	Lamellocyte	all	Ssb-c31a	34120	FBgn0015299	-0.51	0.20	0.50	1.21e-05	0.09	NULL	NULL	NULL	gene symbol	
1666342	98	3	Lamellocyte	all	Jafrac2	53577	FBgn0040308	-0.49	0.00	0.30	9.38e-06	0.07	NULL	NULL	NULL	gene symbol	
1666343	98	3	Lamellocyte	all	CG3831	37648	FBgn0034804	-0.54	0.04	0.34	1.19e-05	0.09	NULL	NULL	NULL	gene symbol	
1666344	98	3	Lamellocyte	all	CG9669	39882	FBgn0036667	-0.47	0.10	0.40	1.96e-05	0.15	NULL	NULL	NULL	gene symbol	
1666345	98	3	Lamellocyte	all	lea	39864	FBgn0063485	-0.59	0.04	0.34	1.93e-05	0.15	NULL	NULL	NULL	gene symbol	
1666346	98	3	Lamellocyte	all	yip2	34313	FBgn0040064	-0.72	0.31	0.61	5.29e-08	4.12386e-04	NULL	NULL	NULL	gene symbol	
1666347	98	3	Lamellocyte	all	Catsup	48805	FBgn0002022	-0.54	0.10	0.41	6.97e-06	0.05	NULL	NULL	NULL	gene symbol	
1666348	98	3	Lamellocyte	all	CG11170	37533	FBgn0034705	-0.53	0.04	0.34	7.85e-06	0.06	NULL	NULL	NULL	gene symbol	
1666349	98	3	Lamellocyte	all	CG9577	33016	FBgn0031092	-0.54	0.10	0.41	9.9e-06	0.07	NULL	NULL	NULL	gene symbol	
1666350	98	3	Lamellocyte	all	CaBP1	34976	FBgn0025678	-0.74	0.37	0.68	1.11e-08	8.68e-05	NULL	NULL	NULL	gene symbol	
1666351	98	3	Lamellocyte	all	Zip99C	43533	FBgn0039714	-0.56	0.00	0.30	6.51e-06	0.05	NULL	NULL	NULL	gene symbol	
1666352	98	3	Lamellocyte	all	brat	35197	FBgn0010300	-0.56	0.00	0.30	6.6e-06	0.05	NULL	NULL	NULL	gene symbol	
1666353	98	3	Lamellocyte	all	regucalcin	32165	FBgn0030362	-2.63	0.68	0.99	1.27e-30	9.92e-27	NULL	NULL	NULL	gene symbol	
1666354	98	3	Lamellocyte	all	CG12643	50416	FBgn0040942	-0.62	0.02	0.33	6.63e-06	0.05	NULL	NULL	NULL	gene symbol	
1666355	98	3	Lamellocyte	all	crq	33219	FBgn0015924	-0.93	0.52	0.83	2.34e-12	1.83e-08	NULL	NULL	NULL	gene symbol	
1666356	98	3	Lamellocyte	all	l(1)G0255	31907	FBgn0028341	-0.59	0.12	0.43	2.23e-06	0.01	NULL	NULL	NULL	gene symbol	
1666357	98	3	Lamellocyte	all	Ostgamma	34137	FBgn0032015	-0.63	0.22	0.54	1.64e-06	0.01	NULL	NULL	NULL	gene symbol	
1666358	98	3	Lamellocyte	all	GstO3	38972	FBgn0035904	-1.16	0.60	0.92	1.29e-19	1.0e-15	NULL	NULL	NULL	gene symbol	
1666359	98	3	Lamellocyte	all	emc	38091	FBgn0000575	-0.81	0.37	0.69	2.15e-09	1.68e-05	NULL	NULL	NULL	gene symbol	
1666360	98	3	Lamellocyte	all	Gel	46008	FBgn0010225	-0.64	0.08	0.40	3.73e-06	0.02	NULL	NULL	NULL	gene symbol	
1666361	98	3	Lamellocyte	all	kek1	34688	FBgn0015399	-0.71	0.08	0.40	2.01e-06	0.01	NULL	NULL	NULL	gene symbol	
1666362	98	3	Lamellocyte	all	CG11899	46391	FBgn0014427	-0.74	0.25	0.57	9.45e-08	7.36946e-04	NULL	NULL	NULL	gene symbol	
1666363	98	3	Lamellocyte	all	Eip55E	37143	FBgn0000566	-1.12	0.37	0.69	9.48e-10	7.4e-06	NULL	NULL	NULL	gene symbol	
1666364	98	3	Lamellocyte	all	CG4572	42360	FBgn0038738	-0.74	0.29	0.61	1.58e-08	1.22818e-04	NULL	NULL	NULL	gene symbol	
1666365	98	3	Lamellocyte	all	Rsf1	34370	FBgn0011305	-0.52	0.18	0.51	6.73e-06	0.05	NULL	NULL	NULL	gene symbol	
1666366	98	3	Lamellocyte	all	Sema-5c	37066	FBgn0284221	-0.63	0.08	0.40	4.79e-06	0.03	NULL	NULL	NULL	gene symbol	
1666367	98	3	Lamellocyte	all	CG6115	50459	FBgn0040985	-1.13	0.56	0.89	2.08e-18	1.62e-14	NULL	NULL	NULL	gene symbol	
1666368	98	3	Lamellocyte	all	sgl	38760	FBgn0261445	-0.57	0.02	0.34	4.64e-06	0.03	NULL	NULL	NULL	gene symbol	
1666369	98	3	Lamellocyte	all	Hsp83	38389	FBgn0001233	-1.39	0.62	0.95	1.47e-20	1.15e-16	NULL	NULL	NULL	gene symbol	
1666370	98	3	Lamellocyte	all	TwdlE	34075	FBgn0031957	-0.80	0.08	0.41	1.53e-06	0.01	NULL	NULL	NULL	gene symbol	
1666371	98	3	Lamellocyte	all	CDase	43618	FBgn0039774	-0.64	0.06	0.39	1.51e-06	0.01	NULL	NULL	NULL	gene symbol	
1666372	98	3	Lamellocyte	all	CG5850	34327	FBgn0032172	-0.92	0.41	0.75	2.08e-12	1.63e-08	NULL	NULL	NULL	gene symbol	
1666373	98	3	Lamellocyte	all	Idh	44291	FBgn0001248	-0.81	0.33	0.67	3.94e-10	3.07e-06	NULL	NULL	NULL	gene symbol	
1666374	98	3	Lamellocyte	all	CG18549	41538	FBgn0038053	-0.57	0.06	0.39	3.33e-06	0.02	NULL	NULL	NULL	gene symbol	
1666375	98	3	Lamellocyte	all	Nlp	43560	FBgn0016685	-0.94	0.47	0.81	4.0e-14	3.12e-10	NULL	NULL	NULL	gene symbol	
1666376	98	3	Lamellocyte	all	Sply	46059	FBgn0010591	-0.69	0.16	0.50	2.52e-07	1.966659e-03	NULL	NULL	NULL	gene symbol	
1666377	98	3	Lamellocyte	all	Sec61alpha	33905	FBgn0086357	-0.77	0.41	0.75	8.48e-10	6.61e-06	NULL	NULL	NULL	gene symbol	
1666378	98	3	Lamellocyte	all	CG6180	34683	FBgn0032453	-0.72	0.25	0.59	1.9e-08	1.48171e-04	NULL	NULL	NULL	gene symbol	
1666379	98	3	Lamellocyte	all	l(1)G0320	326234	FBgn0028327	-0.79	0.33	0.67	6.38e-10	4.97e-06	NULL	NULL	NULL	gene symbol	
1666380	98	3	Lamellocyte	all	Eip93F	44936	FBgn0264490	-0.81	0.12	0.46	3.05e-07	2.376059e-03	NULL	NULL	NULL	gene symbol	
1666381	98	3	Lamellocyte	all	Mmp2	35997	FBgn0033438	-0.69	0.10	0.44	9.5e-07	7.405544e-03	NULL	NULL	NULL	gene symbol	
1666382	98	3	Lamellocyte	all	Tapdelta	45680	FBgn0021795	-0.94	0.52	0.86	9.57e-15	7.46e-11	NULL	NULL	NULL	gene symbol	
1666383	98	3	Lamellocyte	all	OstStt3	34137	FBgn0032015	-0.63	0.12	0.47	8.91e-07	6.947475e-03	NULL	NULL	NULL	gene symbol	
1666384	98	3	Lamellocyte	all	CG33129	34514	FBgn0053129	-0.97	0.56	0.90	1.5e-17	1.17e-13	NULL	NULL	NULL	gene symbol	
1666385	98	3	Lamellocyte	all	CG7322	32880	FBgn0030968	-0.59	0.06	0.41	1.87e-06	0.01	NULL	NULL	NULL	gene symbol	
1666386	98	3	Lamellocyte	all	CG4842	39817	FBgn0036620	-0.68	0.02	0.37	1.1e-06	8.552313e-03	NULL	NULL	NULL	gene symbol	
1666387	98	3	Lamellocyte	all	CG3505	41777	FBgn0038250	-0.71	0.14	0.49	8.6e-08	6.70238e-04	NULL	NULL	NULL	gene symbol	
1666388	98	3	Lamellocyte	all	MP1	40541	FBgn0027930	-0.69	0.27	0.62	9.41e-08	7.3398e-04	NULL	NULL	NULL	gene symbol	
1666389	98	3	Lamellocyte	all	Hsp60	48572	FBgn0011244	-0.64	0.10	0.45	7.29e-07	5.68306e-03	NULL	NULL	NULL	gene symbol	
1666390	98	3	Lamellocyte	all	CG32982	34237	FBgn0052982	-0.63	0.04	0.39	1.46e-06	0.01	NULL	NULL	NULL	gene symbol	
1666391	98	3	Lamellocyte	all	Indy	40049	FBgn0036816	-0.82	0.31	0.66	1.37e-08	1.06605e-04	NULL	NULL	NULL	gene symbol	
1666392	98	3	Lamellocyte	all	Btk29A	34132	FBgn0003502	-0.65	0.04	0.39	5.09e-07	3.972101e-03	NULL	NULL	NULL	gene symbol	
1666393	98	3	Lamellocyte	all	mfas	41455	FBgn0260745	-0.64	0.06	0.42	8.02e-07	6.254028e-03	NULL	NULL	NULL	gene symbol	
1666394	98	3	Lamellocyte	all	CG34132	4379884	FBgn0083968	-0.82	0.29	0.65	3.47e-10	2.71e-06	NULL	NULL	NULL	gene symbol	
1666395	98	3	Lamellocyte	all	tub	40554	FBgn0003882	-0.63	0.02	0.38	4.22e-07	3.292779e-03	NULL	NULL	NULL	gene symbol	
1666396	98	3	Lamellocyte	all	Akap200	34170	FBgn0027932	-1.51	0.56	0.92	4.16e-23	3.24e-19	NULL	NULL	NULL	gene symbol	
1666397	98	3	Lamellocyte	all	Non2	38341	FBgn0035370	-0.72	0.20	0.57	1.42e-08	1.10872e-04	NULL	NULL	NULL	gene symbol	
1666398	98	3	Lamellocyte	all	CG3939	31295	FBgn0040396	-0.63	0.12	0.49	3.53e-07	2.753964e-03	NULL	NULL	NULL	gene symbol	
1666399	98	3	Lamellocyte	all	CG6310	39237	FBgn0036121	-1.30	0.58	0.95	1.44e-23	1.12e-19	NULL	NULL	NULL	gene symbol	
1666400	98	3	Lamellocyte	all	CG18343	36297	FBgn0033683	-0.74	0.35	0.72	8.11e-10	6.32e-06	NULL	NULL	NULL	gene symbol	
1666401	98	3	Lamellocyte	all	CG7607	39263	FBgn0036145	-0.79	0.10	0.47	2.6e-07	2.027455e-03	NULL	NULL	NULL	gene symbol	
1666402	98	3	Lamellocyte	all	Spase22-23	42885	FBgn0039172	-0.75	0.25	0.62	2.34e-09	1.82e-05	NULL	NULL	NULL	gene symbol	
1666403	98	3	Lamellocyte	all	NLaz	33324	FBgn0053126	-0.65	0.16	0.54	7.32e-06	0.05	NULL	NULL	NULL	gene symbol	
1666404	98	3	Lamellocyte	all	fax	39826	FBgn0014163	-2.07	0.58	0.96	1.81e-25	1.41e-21	NULL	NULL	NULL	gene symbol	
1666405	98	3	Lamellocyte	all	CG30456	36929	FBgn0050456	-0.70	0.04	0.42	1.3e-07	1.013701e-03	NULL	NULL	NULL	gene symbol	
1666406	98	3	Lamellocyte	all	CG7227	34088	FBgn0031970	-0.70	0.06	0.44	3.32e-07	2.586112e-03	NULL	NULL	NULL	gene symbol	
1666407	98	3	Lamellocyte	all	CG30344	246552	FBgn0050344	-0.80	0.16	0.55	7.2e-09	5.61e-05	NULL	NULL	NULL	gene symbol	
1666408	98	3	Lamellocyte	all	NimC1	34816	FBgn0259896	-0.87	0.04	0.42	1.62e-07	1.261892e-03	NULL	NULL	NULL	gene symbol	
1666409	98	3	Lamellocyte	all	Hnf4	44544	FBgn0004914	-0.65	0.04	0.42	1.84e-07	1.433769e-03	NULL	NULL	NULL	gene symbol	
1666410	98	3	Lamellocyte	all	SmD3	36306	FBgn0023167	-0.65	0.00	0.38	1.29e-07	1.002235e-03	NULL	NULL	NULL	gene symbol	
1666411	98	3	Lamellocyte	all	NijA	39215	FBgn0036101	-0.68	0.02	0.41	1.43e-07	1.117962e-03	NULL	NULL	NULL	gene symbol	
1666412	98	3	Lamellocyte	all	fabp	3772232	FBgn0037913	-2.51	0.60	0.99	1.53e-30	1.19e-26	NULL	NULL	NULL	gene symbol	
1666413	98	3	Lamellocyte	all	CG13551	50133	FBgn0040660	-1.23	0.50	0.89	2.31e-19	1.8e-15	NULL	NULL	NULL	gene symbol	
1666414	98	3	Lamellocyte	all	CG44250	19836034	FBgn0265185	-1.16	0.25	0.64	2.15e-10	1.68e-06	NULL	NULL	NULL	gene symbol	
1666415	98	3	Lamellocyte	all	Pdcd4	32337	FBgn0030520	-0.68	0.10	0.49	2.17e-07	1.689551e-03	NULL	NULL	NULL	gene symbol	
1666416	98	3	Lamellocyte	all	HmgZ	37480	FBgn0010228	-0.84	0.10	0.50	5.01e-08	3.90436e-04	NULL	NULL	NULL	gene symbol	
1666417	98	3	Lamellocyte	all	CG2493	35316	FBgn0032864	-0.78	0.22	0.63	1.68e-09	1.31e-05	NULL	NULL	NULL	gene symbol	
1666418	98	3	Lamellocyte	all	NimB4	34814	FBgn0028542	-0.84	0.10	0.51	8.89e-08	6.92921e-04	NULL	NULL	NULL	gene symbol	
1666419	98	3	Lamellocyte	all	Msp300	3771968	FBgn0261836	-1.37	0.52	0.92	9.02e-19	7.03e-15	NULL	NULL	NULL	gene symbol	
1666420	98	3	Lamellocyte	all	CG42566	8674120	FBgn0260768	-0.95	0.08	0.49	1.42e-08	1.10333e-04	NULL	NULL	NULL	gene symbol	
1666421	98	3	Lamellocyte	all	N	31293	FBgn0004647	-0.74	0.04	0.45	4.82e-08	3.75861e-04	NULL	NULL	NULL	gene symbol	
1666422	98	3	Lamellocyte	all	Hsp23	39077	FBgn0001224	-3.20	0.58	0.99	2.83e-30	2.2e-26	NULL	NULL	NULL	gene symbol	
1666423	98	3	Lamellocyte	all	Cys	41767	FBgn0004629	-1.02	0.25	0.66	5.73e-11	4.46e-07	NULL	NULL	NULL	gene symbol	
1666424	98	3	Lamellocyte	all	CG6287	34554	FBgn0032350	-0.91	0.31	0.73	3.03e-12	2.36e-08	NULL	NULL	NULL	gene symbol	
1666425	98	3	Lamellocyte	all	coro	35596	FBgn0265935	-0.85	0.20	0.62	1.82e-10	1.42e-06	NULL	NULL	NULL	gene symbol	
1666426	98	3	Lamellocyte	all	kuk	42063	FBgn0038476	-0.78	0.12	0.54	2.7e-09	2.11e-05	NULL	NULL	NULL	gene symbol	
1666427	98	3	Lamellocyte	all	CG1665	36014	FBgn0033451	-0.79	0.16	0.59	7.59e-10	5.92e-06	NULL	NULL	NULL	gene symbol	
1666428	98	3	Lamellocyte	all	LSm7	35003	FBgn0261068	-0.80	0.22	0.65	2.5e-10	1.95e-06	NULL	NULL	NULL	gene symbol	
1666429	98	3	Lamellocyte	all	nAChRbeta3	33228	FBgn0031261	-0.72	0.04	0.46	2.03e-08	1.58011e-04	NULL	NULL	NULL	gene symbol	
1666430	98	3	Lamellocyte	all	CG42674	40205	FBgn0261556	-0.79	0.12	0.55	3.56e-09	2.77e-05	NULL	NULL	NULL	gene symbol	
1666431	98	3	Lamellocyte	all	CG4398	36838	FBgn0034126	-0.84	0.16	0.59	3.84e-10	2.99e-06	NULL	NULL	NULL	gene symbol	
1666432	98	3	Lamellocyte	all	CG6543	36536	FBgn0033879	-0.78	0.10	0.53	2.55e-09	1.99e-05	NULL	NULL	NULL	gene symbol	
1666433	98	3	Lamellocyte	all	CG2852	37591	FBgn0034753	-2.19	0.56	0.99	9.47e-31	7.39e-27	NULL	NULL	NULL	gene symbol	
1666434	98	3	Lamellocyte	all	l(2)k09913	37661	FBgn0021979	-0.76	0.08	0.52	5.46e-09	4.26e-05	NULL	NULL	NULL	gene symbol	
1666435	98	3	Lamellocyte	all	CG5377	42645	FBgn0038974	-0.88	0.10	0.54	4.88e-10	3.81e-06	NULL	NULL	NULL	gene symbol	
1666436	98	3	Lamellocyte	all	CG15098	37174	FBgn0034398	-1.37	0.50	0.94	2.35e-23	1.83e-19	NULL	NULL	NULL	gene symbol	
1666437	98	3	Lamellocyte	all	cindr	43654	FBgn0027598	-0.89	0.22	0.67	4.84e-11	3.77e-07	NULL	NULL	NULL	gene symbol	
1666438	98	3	Lamellocyte	all	zip	38001	FBgn0265434	-1.74	0.52	0.96	4.18e-28	3.26e-24	NULL	NULL	NULL	gene symbol	
1666439	98	3	Lamellocyte	all	Hexo2	31808	FBgn0041629	-1.36	0.47	0.92	1.91e-22	1.49e-18	NULL	NULL	NULL	gene symbol	
1666440	98	3	Lamellocyte	all	Dip-B	48450	FBgn0000454	-1.41	0.41	0.86	2.88e-20	2.25e-16	NULL	NULL	NULL	gene symbol	
1666441	98	3	Lamellocyte	all	Ehbp1	36912	FBgn0034180	-0.86	0.16	0.61	1.83e-10	1.43e-06	NULL	NULL	NULL	gene symbol	
1666442	98	3	Lamellocyte	all	drpr	38218	FBgn0027594	-0.90	0.16	0.62	8.12e-11	6.33e-07	NULL	NULL	NULL	gene symbol	
1666443	98	3	Lamellocyte	all	AdenoK	39479	FBgn0036337	-0.89	0.16	0.62	1.14e-10	8.88e-07	NULL	NULL	NULL	gene symbol	
1666444	98	3	Lamellocyte	all	CG11267	39476	FBgn0036334	-0.89	0.27	0.72	3.86e-11	3.01e-07	NULL	NULL	NULL	gene symbol	
1666445	98	3	Lamellocyte	all	Ten-m	40464	FBgn0004449	-0.93	0.18	0.64	2.94e-11	2.29e-07	NULL	NULL	NULL	gene symbol	
1666446	98	3	Lamellocyte	all	Jabba	37164	FBgn0259682	-1.11	0.10	0.56	1.73e-10	1.35e-06	NULL	NULL	NULL	gene symbol	
1666447	98	3	Lamellocyte	all	Eip78C	40345	FBgn0004865	-0.87	0.02	0.48	1.5e-09	1.17e-05	NULL	NULL	NULL	gene symbol	
1666448	98	3	Lamellocyte	all	LM408	38622	FBgn0035610	-0.80	0.08	0.54	2.14e-09	1.67e-05	NULL	NULL	NULL	gene symbol	
1666449	98	3	Lamellocyte	all	Ect4	38895	FBgn0262579	-0.85	0.16	0.63	3.58e-11	2.79e-07	NULL	NULL	NULL	gene symbol	
1666450	98	3	Lamellocyte	all	Gale	38076	FBgn0035147	-0.87	0.08	0.55	2.46e-10	1.92e-06	NULL	NULL	NULL	gene symbol	
1666451	98	3	Lamellocyte	all	Inos	35671	FBgn0025885	-1.34	0.14	0.62	1.48e-11	1.16e-07	NULL	NULL	NULL	gene symbol	
1666452	98	3	Lamellocyte	all	CG2444	32121	FBgn0030326	-1.39	0.10	0.58	1.4e-09	1.09e-05	NULL	NULL	NULL	gene symbol	
1666453	98	3	Lamellocyte	all	CG31777	261617	FBgn0051777	-2.28	0.50	0.98	1.93e-28	1.51e-24	NULL	NULL	NULL	gene symbol	
1666454	98	3	Lamellocyte	all	CG13384	34160	FBgn0032036	-1.27	0.18	0.67	2.86e-12	2.23e-08	NULL	NULL	NULL	gene symbol	
1666455	98	3	Lamellocyte	all	CG33458	2768846	FBgn0053458	-0.92	0.02	0.51	2.5e-10	1.95e-06	NULL	NULL	NULL	gene symbol	
1666456	98	3	Lamellocyte	all	Hml	39529	FBgn0029167	-1.32	0.06	0.55	2.12e-10	1.65e-06	NULL	NULL	NULL	gene symbol	
1666457	98	3	Lamellocyte	all	CG3164	33171	FBgn0025683	-0.89	0.16	0.66	1.79e-10	1.4e-06	NULL	NULL	NULL	gene symbol	
1666458	98	3	Lamellocyte	all	CG6805	36911	FBgn0034179	-0.93	0.08	0.57	2.85e-11	2.23e-07	NULL	NULL	NULL	gene symbol	
1666459	98	3	Lamellocyte	all	GC1	41448	FBgn0260743	-0.83	0.10	0.60	3.29e-10	2.56e-06	NULL	NULL	NULL	gene symbol	
1666460	98	3	Lamellocyte	all	CG9372	40137	FBgn0036891	-1.11	0.29	0.79	8.29e-16	6.46e-12	NULL	NULL	NULL	gene symbol	
1666461	98	3	Lamellocyte	all	eater	43262	FBgn0243514	-1.08	0.08	0.58	1.07e-10	8.33e-07	NULL	NULL	NULL	gene symbol	
1666462	98	3	Lamellocyte	all	CG8080	35918	FBgn0033373	-0.86	0.10	0.60	9.03e-11	7.04e-07	NULL	NULL	NULL	gene symbol	
1666463	98	3	Lamellocyte	all	CG9629	40097	FBgn0036857	-0.81	0.06	0.56	2.14e-10	1.67e-06	NULL	NULL	NULL	gene symbol	
1666464	98	3	Lamellocyte	all	scu	32789	FBgn0021765	-1.01	0.22	0.73	3.95e-14	3.08e-10	NULL	NULL	NULL	gene symbol	
1666465	98	3	Lamellocyte	all	l(1)G0289	31964	FBgn0028331	-0.94	0.14	0.66	3.04e-12	2.37e-08	NULL	NULL	NULL	gene symbol	
1666466	98	3	Lamellocyte	all	SppL	43128	FBgn0039381	-0.96	0.16	0.68	6.09e-13	4.75e-09	NULL	NULL	NULL	gene symbol	
1666467	98	3	Lamellocyte	all	CG1572	32098	FBgn0030309	-1.14	0.37	0.89	5.8e-17	4.52e-13	NULL	NULL	NULL	gene symbol	
1666468	98	3	Lamellocyte	all	CG42807	36511	FBgn0261989	-1.36	0.08	0.60	7.08e-12	5.52e-08	NULL	NULL	NULL	gene symbol	
1666469	98	3	Lamellocyte	all	janA	43569	FBgn0001280	-1.00	0.25	0.77	1.09e-14	8.47e-11	NULL	NULL	NULL	gene symbol	
1666470	98	3	Lamellocyte	all	CG3625	33198	FBgn0031245	-1.04	0.10	0.63	1.26e-11	9.8e-08	NULL	NULL	NULL	gene symbol	
1666471	98	3	Lamellocyte	all	miple2	44787	FBgn0029002	-1.16	0.06	0.59	1.1e-11	8.55e-08	NULL	NULL	NULL	gene symbol	
1666472	98	3	Lamellocyte	all	NtR	43935	FBgn0029147	-0.98	0.14	0.67	6.54e-13	5.1e-09	NULL	NULL	NULL	gene symbol	
1666473	98	3	Lamellocyte	all	HmgD	37481	FBgn0004362	-1.08	0.20	0.74	1.05e-14	8.2e-11	NULL	NULL	NULL	gene symbol	
1666474	98	3	Lamellocyte	all	alt	42127	FBgn0038535	-1.56	0.39	0.92	4.95e-26	3.86e-22	NULL	NULL	NULL	gene symbol	
1666475	98	3	Lamellocyte	all	vkg	33726	FBgn0016075	-1.00	0.08	0.61	4.95e-12	3.86e-08	NULL	NULL	NULL	gene symbol	
1666476	98	3	Lamellocyte	all	CG34232	5740195	FBgn0085261	-1.25	0.04	0.58	2.52e-12	1.96e-08	NULL	NULL	NULL	gene symbol	
1666477	98	3	Lamellocyte	all	mub	40436	FBgn0262737	-1.13	0.29	0.83	1.66e-17	1.3e-13	NULL	NULL	NULL	gene symbol	
1666478	98	3	Lamellocyte	all	kar	45883	FBgn0001296	-1.08	0.04	0.58	3.89e-12	3.04e-08	NULL	NULL	NULL	gene symbol	
1666479	98	3	Lamellocyte	all	GlcAT-P	39262	FBgn0036144	-1.34	0.35	0.89	4.72e-21	3.68e-17	NULL	NULL	NULL	gene symbol	
1666480	98	3	Lamellocyte	all	Oat	40145	FBgn0022774	-1.23	0.31	0.85	1.25e-19	9.74e-16	NULL	NULL	NULL	gene symbol	
1666481	98	3	Lamellocyte	all	sty	38424	FBgn0014388	-1.00	0.08	0.63	4.01e-12	3.13e-08	NULL	NULL	NULL	gene symbol	
1666482	98	3	Lamellocyte	all	CG43236	12798466	FBgn0262881	-1.27	0.08	0.63	2.75e-13	2.14e-09	NULL	NULL	NULL	gene symbol	
1666483	98	3	Lamellocyte	all	ena	37201	FBgn0000578	-1.23	0.18	0.74	1.54e-15	1.2e-11	NULL	NULL	NULL	gene symbol	
1666484	98	3	Lamellocyte	all	CG3961	40056	FBgn0036821	-1.05	0.02	0.58	2.45e-12	1.91e-08	NULL	NULL	NULL	gene symbol	
1666485	98	3	Lamellocyte	all	CG4927	36852	FBgn0034139	-1.00	0.12	0.68	5.68e-13	4.43e-09	NULL	NULL	NULL	gene symbol	
1666486	98	3	Lamellocyte	all	CG9989	43390	FBgn0039593	-1.07	0.04	0.60	7.59e-13	5.92e-09	NULL	NULL	NULL	gene symbol	
1666487	98	3	Lamellocyte	all	CG31778	261616	FBgn0051778	-1.19	0.14	0.70	1.27e-14	9.92e-11	NULL	NULL	NULL	gene symbol	
1666488	98	3	Lamellocyte	all	CG12279	41570	FBgn0038080	-0.99	0.06	0.62	5.45e-13	4.25e-09	NULL	NULL	NULL	gene symbol	
1666489	98	3	Lamellocyte	all	Eip71CD	39675	FBgn0000565	-1.68	0.08	0.64	2.18e-13	1.7e-09	NULL	NULL	NULL	gene symbol	
1666490	98	3	Lamellocyte	all	lectin-24Db	53550	FBgn0040102	-1.19	0.12	0.69	1.73e-14	1.35e-10	NULL	NULL	NULL	gene symbol	
1666491	98	3	Lamellocyte	all	CG7860	32488	FBgn0030653	-1.35	0.20	0.77	1.06e-15	8.25e-12	NULL	NULL	NULL	gene symbol	
1666492	98	3	Lamellocyte	all	LanB1	34068	FBgn0261800	-1.15	0.12	0.70	4.82e-14	3.76e-10	NULL	NULL	NULL	gene symbol	
1666493	98	3	Lamellocyte	all	Spn27A	45815	FBgn0028990	-0.97	0.08	0.66	6.5e-13	5.07e-09	NULL	NULL	NULL	gene symbol	
1666494	98	3	Lamellocyte	all	CG14946	34627	FBgn0032405	-1.53	0.31	0.89	2.16e-22	1.68e-18	NULL	NULL	NULL	gene symbol	
1666495	98	3	Lamellocyte	all	gb	43265	FBgn0039487	-1.06	0.02	0.61	9.37e-14	7.3e-10	NULL	NULL	NULL	gene symbol	
1666496	98	3	Lamellocyte	all	Bacc	33462	FBgn0031453	-1.47	0.31	0.90	8.99e-22	7.01e-18	NULL	NULL	NULL	gene symbol	
1666497	98	3	Lamellocyte	all	26-29-p	39547	FBgn0250848	-1.31	0.18	0.78	1.41e-16	1.1e-12	NULL	NULL	NULL	gene symbol	
1666498	98	3	Lamellocyte	all	CG5399	41900	FBgn0038353	-2.46	0.10	0.70	2.05e-15	1.6e-11	NULL	NULL	NULL	gene symbol	
