"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.26406326977338e-09,0.185250503992324,0.856,0.641,2.35281454994849e-05,"PM6","Rac2"
2.26886302411941e-09,0.545006866873517,0.104,0.045,2.35780245466489e-05,"PM6","Tfb4"
2.28870049953764e-09,2.09099311253171,0.01,0.001,2.37841755911952e-05,"PM6","CG43920"
2.30582541789416e-09,0.104501335050058,0.652,0.419,2.39621377427561e-05,"PM6","Prosbeta2"
2.30823802902641e-09,2.05722481121954,0.01,0.001,2.39872095976425e-05,"PM6","snRNA:U1:82Eb"
2.32482592970889e-09,3.12457983266679,0.014,0.002,2.41595910615348e-05,"PM6","CG42857"
2.33832848796486e-09,-0.120189749264594,0.18,0.092,2.42999096469308e-05,"PM6","mRpL37"
2.41593572311636e-09,2.2806602178759,0.014,0.002,2.51064040346252e-05,"PM6","CG12984"
2.4679731707337e-09,-0.815962611113429,0.204,0.326,2.56471771902646e-05,"PM6","Sod1"
2.52840891076285e-09,0.122999264912478,0.59,0.381,2.62752254006476e-05,"PM6","Cisd2"
2.53978413519441e-09,0.795019874549495,0.046,0.014,2.63934367329403e-05,"PM6","CG4210"
2.54745101789057e-09,0.177980533875954,0.196,0.104,2.64731109779188e-05,"PM6","Patr-1"
2.56126799227974e-09,-1.25111191514561,0.134,0.243,2.66166969757711e-05,"PM6","CG3328"
2.60688671708031e-09,0.123233997028599,0.23,0.127,2.70907667638986e-05,"PM6","galla-1"
2.65300868649802e-09,1.30176212991962,0.064,0.023,2.75700662700874e-05,"PM6","ymp"
2.66351953700893e-09,0.17835778326834,0.82,0.61,2.76792950285968e-05,"PM6","alt"
2.67275770304141e-09,0.296082673303554,0.202,0.109,2.77752980500064e-05,"PM6","mad2"
2.68808093394415e-09,0.715423363065174,0.074,0.028,2.79345370655476e-05,"PM6","CG8353"
2.79740751386279e-09,0.526244498485467,0.09,0.037,2.90706588840621e-05,"PM6","MME1"
2.82394588795307e-09,0.354832842043347,0.154,0.077,2.93464456676083e-05,"PM6","Tim9b"
2.9135720029088e-09,0.3261076110952,0.194,0.104,3.02778402542283e-05,"PM6","Diap2"
2.9510679775644e-09,-2.08331210993018,0.078,0.174,3.06674984228492e-05,"PM6","CR43105"
3.03096300972778e-09,0.433009014043358,0.11,0.049,3.14977675970911e-05,"PM6","CG15547"
3.04994280774131e-09,0.420915894839013,0.102,0.044,3.16950056580477e-05,"PM6","Apl"
3.0986291719081e-09,0.154319976379742,0.218,0.119,3.2200954354469e-05,"PM6","asrij"
3.24148340376512e-09,0.13234530250236,0.304,0.178,3.36854955319271e-05,"PM6","fal"
3.27245110783428e-09,-1.1668954914608,0.178,0.288,3.40073119126138e-05,"PM6","CG31673"
3.27909129048352e-09,0.12946200978213,0.138,0.066,3.40763166907047e-05,"PM6","Ssu72"
3.3478117406451e-09,0.932571695571742,0.058,0.02,3.47904596087838e-05,"PM6","CG1812"
3.36980996100105e-09,0.163341285218039,0.138,0.066,3.50190651147229e-05,"PM6","plum"
3.38244224600814e-09,1.37706351165656,0.028,0.006,3.51503398205166e-05,"PM6","asRNA:CR43889"
3.38550267704065e-09,0.167746348442685,0.274,0.16,3.51821438198064e-05,"PM6","Nulp1"
3.42710228617386e-09,0.201672886264797,0.126,0.059,3.56144469579188e-05,"PM6","CG8607"
3.49740014529337e-09,2.35444578377841,0.012,0.001,3.63449823098886e-05,"PM6","CG31454"
3.52725468293167e-09,1.79906893194338,0.012,0.001,3.66552306650259e-05,"PM6","asRNA:CR44911"
3.58851524815301e-09,-0.63215700163506,0.712,0.648,3.72918504588061e-05,"PM6","Npc2a"
3.61113927751734e-09,0.168543572940135,0.174,0.09,3.75269593719602e-05,"PM6","O-fut2"
3.65962921582883e-09,0.438869757543968,0.104,0.046,3.80308668108932e-05,"PM6","Uhg8"
3.7668018300323e-09,0.534329526115941,0.096,0.041,3.91446046176957e-05,"PM6","dind"
3.79507246052342e-09,0.355672847772972,0.142,0.069,3.94383930097594e-05,"PM6","l(2)37Bb"
3.81184586997041e-09,-0.598840150806797,0.528,0.598,3.96127022807325e-05,"PM6","fmt"
3.84125803926557e-09,0.105131676910516,0.118,0.054,3.99183535440478e-05,"PM6","CG32075"
3.92888954547545e-09,0.103755924447277,0.26,0.149,4.08290201565809e-05,"PM6","CG6567"
4.08884229063011e-09,0.111217784168572,0.126,0.059,4.24912490842281e-05,"PM6","CG11109"
4.1504064935864e-09,1.96763456015656,0.024,0.005,4.31310242813498e-05,"PM6","GstE5"
4.17907168044345e-09,0.38174092352933,0.13,0.062,4.34289129031683e-05,"PM6","spri"
4.21708367553463e-09,0.139172513612635,0.22,0.121,4.38239335561559e-05,"PM6","FRG1"
4.29432523216508e-09,0.118339104407482,0.176,0.092,4.46266278126596e-05,"PM6","Ulp1"
4.33381676002359e-09,0.157133513530392,0.108,0.048,4.50370237701651e-05,"PM6","tun"
4.35493103290875e-09,0.862371481236677,0.05,0.016,4.52564432939877e-05,"PM6","CG9733"
4.39501722007058e-09,0.122686883560263,0.108,0.049,4.56730189509734e-05,"PM6","CG16713"
4.47289611003509e-09,0.142196667744095,0.256,0.147,4.64823363754846e-05,"PM6","CG2199"
4.79564108854783e-09,0.780598547284083,0.07,0.026,4.9836302192189e-05,"PM6","CG3700"
4.83181673945148e-09,0.112511222425252,0.224,0.124,5.02122395563798e-05,"PM6","skd"
4.9546295301474e-09,0.25025977305122,0.154,0.077,5.14885100772918e-05,"PM6","mod(mdg4)"
5.01466922284414e-09,0.724369504520827,0.068,0.025,5.21124425637964e-05,"PM6","Kdm4A"
5.06014764790292e-09,0.104992166505387,0.174,0.09,5.25850543570071e-05,"PM6","Bdbt"
5.08620427885742e-09,2.35501946721138,0.016,0.002,5.28558348658863e-05,"PM6","CG31178"
5.1358436171559e-09,0.356836130857727,0.136,0.066,5.33716868694841e-05,"PM6","Tat"
5.18087203581435e-09,0.352343192804687,0.144,0.071,5.38396221961827e-05,"PM6","cno"
5.20859798964687e-09,0.192565759642618,0.188,0.1,5.41277503084103e-05,"PM6","Dera"
5.26405734813559e-09,-1.38466818085141,0.104,0.206,5.47040839618251e-05,"PM6","Ahcy"
5.49057791563552e-09,0.147655647571325,0.066,0.024,5.70580856992843e-05,"PM6","dlt"
5.51353936191018e-09,0.598017140974925,0.094,0.04,5.72967010489705e-05,"PM6","Dbp21E2"
5.58874313767629e-09,0.109753953343539,0.114,0.052,5.8078218686732e-05,"PM6","Samuel"
5.65148782850132e-09,0.19720819591911,0.122,0.057,5.87302615137857e-05,"PM6","sicily"
5.70422883529029e-09,-0.101475949716692,0.178,0.092,5.92783460563367e-05,"PM6","CG3527"
5.79140112577753e-09,0.69812017185781,0.052,0.017,6.018424049908e-05,"PM6","CG15084"
5.83194989139323e-09,0.118359742600837,0.73,0.486,6.06056232713584e-05,"PM6","Pect"
5.8828588251105e-09,0.131772591400497,0.582,0.382,6.11346689105483e-05,"PM6","Capr"
6.05175332935526e-09,3.95970761931303,0.01,0.001,6.28898205986599e-05,"PM6","CG18371"
6.05665861719628e-09,3.61770477260851,0.01,0.001,6.29407963499038e-05,"PM6","Hex-t2"
6.33205679710792e-09,0.289436491776508,0.142,0.07,6.58027342355455e-05,"PM6","egg"
6.35271495791452e-09,0.218881181746572,0.13,0.062,6.60174138426476e-05,"PM6","HP1D3csd"
6.40093750325786e-09,0.144847498857398,0.182,0.097,6.65185425338557e-05,"PM6","ear"
6.60963163613607e-09,0.341582707647137,0.108,0.048,6.8687291962726e-05,"PM6","CG17712"
7.25155029294003e-09,2.37978703633803,0.012,0.001,7.53581106442328e-05,"PM6","asRNA:CR43474"
7.3532640299162e-09,0.184954935411787,0.24,0.137,7.64151197988892e-05,"PM6","CG9643"
7.45291083309118e-09,0.122870178404903,0.202,0.11,7.74506493774836e-05,"PM6","MTA1-like"
7.61193966229684e-09,-1.15223039357847,0.152,0.258,7.91032769705887e-05,"PM6","Nepl21"
7.92730756047527e-09,-2.23452951181783,0.052,0.138,8.23805801684591e-05,"PM6","lncRNA:CR45660"
8.02308314382866e-09,0.164129358698792,0.198,0.108,8.33758800306675e-05,"PM6","CG11555"
8.38139415042436e-09,0.182225019510417,0.148,0.074,8.70994480112099e-05,"PM6","xit"
8.38247182646646e-09,0.150551665370971,0.186,0.1,8.71106472206394e-05,"PM6","barc"
8.49512557632167e-09,0.487403241015568,0.1,0.044,8.82813449891348e-05,"PM6","Rbbp5"
8.52950917462888e-09,0.233595075882897,0.11,0.05,8.86386593427433e-05,"PM6","Coq3"
8.8052371160099e-09,0.302999549127335,0.09,0.038,9.15040241095749e-05,"PM6","CG3021"
9.10632050505166e-09,0.393976559075446,0.126,0.06,9.46328826884969e-05,"PM6","CG2100"
9.248169101578e-09,0.12339992259112,0.672,0.449,9.61069733035986e-05,"PM6","UQCR-C2"
9.2541235781599e-09,1.95650171696506,0.024,0.005,9.61688522242377e-05,"PM6","CG3085"
9.46140103023983e-09,0.85201787468896,0.046,0.014,9.83228795062523e-05,"PM6","CG7841"
9.58253150861068e-09,0.328561877890647,0.046,0.014,9.95816674374822e-05,"PM6","cnir"
9.75647831143646e-09,0.235081620182074,0.174,0.092,0.000101389322612448,"PM6","Arl2"
1.00703448903954e-08,0.172099265741656,0.79,0.547,0.000104651024100989,"PM6","CG9705"
1.01513168995783e-08,0.288276339578849,0.106,0.048,0.000105492485220418,"PM6","CG10324"
1.02928192539509e-08,0.343057748501982,0.1,0.044,0.000106962977687057,"PM6","Not11"
1.03296599974705e-08,0.555307336493889,0.078,0.031,0.000107345826693713,"PM6","Pus7"
1.06406421430784e-08,0.163962100979871,0.118,0.055,0.000110577553150871,"PM6","CG43367"
1.10700398226693e-08,0.14602236612351,0.194,0.105,0.00011503985383718,"PM6","CG9855"
1.15174901351368e-08,0.195947676945581,0.122,0.058,0.000119689757484342,"PM6","Ski6"
1.16628667225241e-08,0.366509062345496,0.124,0.06,0.000121200510980471,"PM6","CG7137"
1.19249314897808e-08,0.480696562877228,0.08,0.032,0.000123923888041802,"PM6","Kdm4B"
1.27210331234104e-08,3.10634036810706,0.014,0.002,0.000132196976218481,"PM6","CG12674"
1.28910500446692e-08,-0.248220597513764,0.454,0.277,0.000133963792064202,"PM6","pod1"
1.30967727287105e-08,0.906122991841544,0.07,0.027,0.000136101662196759,"PM6","Art7"
1.33953204275427e-08,2.12135887161507,0.014,0.002,0.000139204169883024,"PM6","Cdk5alpha"
1.35563246384011e-08,0.335573750735058,0.232,0.134,0.000140877325642264,"PM6","Hydr2"
1.35733541353804e-08,-0.784931892184247,0.416,0.485,0.000141054296174873,"PM6","pnt"
1.36445468841571e-08,0.20075351215292,0.878,0.678,0.000141794131220161,"PM6","CG13551"
1.37221953326337e-08,-0.135520431741302,0.306,0.18,0.000142601053896729,"PM6","meigo"
1.37713833075019e-08,0.957336897987418,0.042,0.012,0.00014311221533156,"PM6","CG13321"
1.41639108653243e-08,0.119379556450983,0.874,0.705,0.00014719136171245,"PM6","Syb"
1.42331298741112e-08,0.294032915535938,0.136,0.067,0.000147910685651763,"PM6","Lasp"
1.44226817641991e-08,2.2542111678147,0.012,0.001,0.000149880508893557,"PM6","asRNA:CR43466"
1.46153508288611e-08,0.149731175043257,0.216,0.121,0.000151882725813524,"PM6","CG12895"
1.4655054220871e-08,1.58307091368623,0.02,0.004,0.000152295323463292,"PM6","CG43675"
1.48053515676766e-08,0.480949713068526,0.18,0.098,0.000153857213491295,"PM6","CR6900"
1.51479684648704e-08,0.752045616296366,0.082,0.034,0.000157417688286934,"PM6","CG8097"
1.54127446527077e-08,0.195552874846719,0.138,0.069,0.000160169242430939,"PM6","CG15387"
1.55954186602274e-08,2.74508415178481,0.01,0.001,0.000162067590717083,"PM6","CG17636"
1.6363640085438e-08,0.42961249207581,0.134,0.066,0.000170050947767872,"PM6","Kr-h1"
1.65676020104773e-08,0.272134972872939,0.124,0.059,0.00017217052009288,"PM6","Sgf11"
1.677707144935e-08,0.438179947198738,0.12,0.057,0.000174347326501645,"PM6","Cont"
1.68269538525208e-08,0.13369255724664,0.176,0.094,0.000174865704435396,"PM6","CG1764"
1.6948541364769e-08,0.154175023777527,0.202,0.112,0.00017612924186268,"PM6","CG17486"
1.71518888065166e-08,0.843265819475081,0.044,0.013,0.00017824242847732,"PM6","CG4935"
1.71687817976417e-08,0.106022563172259,0.172,0.091,0.000178417980441093,"PM6","Mob3"
1.74045838191593e-08,0.401983130678404,0.084,0.035,0.000180868435048704,"PM6","CG31759"
1.74562580774325e-08,0.1037591571893,0.154,0.079,0.000181405433940679,"PM6","TTLL12"
1.75390547855772e-08,0.16094458498096,0.206,0.115,0.000182265857331719,"PM6","edl"
1.84473600432374e-08,0.167518615695198,0.036,0.01,0.000191704965569324,"PM6","Pka-R2"
1.88843102633766e-08,0.221441324950915,0.098,0.043,0.000196245752257009,"PM6","Usp15-31"
1.93645709096327e-08,0.390836975653762,0.094,0.041,0.000201236620892903,"PM6","CG11601"
1.96977619929972e-08,1.83809780867035,0.016,0.002,0.000204699142631226,"PM6","mthl5"
2.02389928625271e-08,-0.42240065820452,0.02,0.004,0.000210323613827382,"PM6","Sh"
2.0898855355163e-08,0.183858062922334,0.878,0.701,0.000217180904850854,"PM6","eIF1"
2.11307092330184e-08,-0.155574348915041,0.194,0.105,0.000219590330349527,"PM6","scrib"
2.14684354283185e-08,0.529222665122077,0.086,0.037,0.000223099980971085,"PM6","MED30"
2.21292405733703e-08,0.162967356407437,0.178,0.096,0.000229967068038465,"PM6","Atg4a"
2.28098311395803e-08,0.339027886330054,0.088,0.037,0.000237039765202518,"PM6","Magi"
2.28859495240231e-08,0.12802955181519,0.176,0.095,0.000237830787453648,"PM6","CG9135"
2.29814130652453e-08,0.10349483305208,0.302,0.181,0.000238822844574029,"PM6","HIP-R"
2.32797036214487e-08,0.538901934420269,0.094,0.041,0.000241922680034094,"PM6","asRNA:CR43257"
2.34741338104085e-08,0.124587100026132,0.996,0.97,0.000243943198557765,"PM6","RpLP0"
2.3956375647772e-08,0.141613559831212,0.202,0.113,0.000248954655731646,"PM6","e(y)1"
2.42481331237534e-08,0.232638675761989,0.14,0.07,0.000251986599422045,"PM6","CG44303"
2.45294578483397e-08,0.104860476102809,0.132,0.065,0.000254910125959947,"PM6","CG8892"
2.45989062842465e-08,0.120657914362099,0.138,0.069,0.00025563183410589,"PM6","Coq6"
2.63321949971882e-08,-0.587132111009382,0.366,0.214,0.000273644170410779,"PM6","CG1648"
2.70546851922598e-08,1.70261928884757,0.022,0.004,0.000281152288517964,"PM6","lbm"
2.71749832088435e-08,0.170500301310631,0.122,0.059,0.000282402425506301,"PM6","GstE8"
2.7588924975028e-08,0.145936564746874,0.172,0.092,0.000286704108340491,"PM6","RpII15"
2.83957380750415e-08,-1.1388204119652,0.14,0.24,0.000295088510075831,"PM6","Mtpbeta"
2.86843763448203e-08,0.218536326481453,0.214,0.122,0.000298088038975373,"PM6","mRpS35"
2.91105215876603e-08,-0.131912375907319,0.298,0.176,0.000302516540338966,"PM6","U2af50"
2.96171828119203e-08,-1.62155150501919,0.124,0.216,0.000307781763781476,"PM6","nuf"
2.98981505614076e-08,0.204282673868543,0.122,0.059,0.000310701580634148,"PM6","Gas41"
3.01284171183799e-08,0.128528670100175,0.816,0.554,0.000313094510694204,"PM6","Arpc1"
3.01430419186668e-08,-1.57334686444089,0.094,0.185,0.000313246491618785,"PM6","eIF3h"
3.02481446624418e-08,1.5718234848605,0.016,0.003,0.000314338719332095,"PM6","Lrrk"
3.21476613194133e-08,0.270943989092494,0.158,0.084,0.000334078496431343,"PM6","Pof"
3.21797411258299e-08,0.591710159839415,0.09,0.039,0.000334411869779624,"PM6","CG42487"
3.25548292012154e-08,0.198804531655688,0.152,0.079,0.00033830978505903,"PM6","CG7650"
3.30404588136837e-08,0.124047810868789,0.224,0.129,0.000343356447991801,"PM6","c12.1"
3.37205619639775e-08,0.312902848757662,0.146,0.075,0.000350424079929654,"PM6","tmod"
3.43217884866159e-08,5.24064481957974,0.01,0.001,0.000356672025952912,"PM6","CG14113"
3.43385291847133e-08,0.768520338632932,0.052,0.018,0.000356845995287541,"PM6","rdog"
3.44449744313506e-08,3.63543257863398,0.014,0.002,0.000357952174290595,"PM6","CG15657"
3.48330949264793e-08,5.5726570116991,0.01,0.001,0.000361985522475973,"PM6","CG34241"
3.58779652976487e-08,2.97386463768572,0.01,0.001,0.000372843815373166,"PM6","CG8407"
3.59575444393725e-08,2.32447176529968,0.01,0.001,0.000373670801813959,"PM6","dila"
3.62924630422264e-08,0.449139711218179,0.06,0.022,0.000377151275934817,"PM6","CG12071"
3.63230332043397e-08,0.280259873661408,0.072,0.029,0.000377468961059498,"PM6","Cyt-b5-r"
3.80074917315884e-08,0.533716223029522,0.082,0.035,0.000394973854074666,"PM6","CG46281"
3.9589682298022e-08,0.252243592526531,0.076,0.031,0.000411415978441045,"PM6","Su(var)3-9"
4.05673519098174e-08,0.236771783652221,0.138,0.07,0.000421575921046823,"PM6","Ppt1"
4.0816941155547e-08,0.89118940245007,0.028,0.007,0.000424169652488444,"PM6","CG4393"
4.23146753969362e-08,-0.14652587002399,0.308,0.183,0.00043973410672496,"PM6","beta-PheRS"
4.24843600345379e-08,0.163524944356297,0.14,0.071,0.000441497469478918,"PM6","Ipk2"
4.28982119219478e-08,2.47213764258124,0.016,0.003,0.000445798218292882,"PM6","snoRNA:Me28S-C3420a"
4.34319462087768e-08,-0.145728611861076,0.3,0.179,0.000451344785001609,"PM6","CG8677"
4.34451882578398e-08,0.123014620625627,0.89,0.701,0.000451482396375471,"PM6","mt:ND3"
4.40524416595032e-08,0.217755249374304,0.17,0.091,0.000457792973725557,"PM6","CG3781"
4.47972491642082e-08,-1.30895744207641,0.1,0.192,0.000465533013314451,"PM6","AsnRS"
4.54278446183733e-08,-0.170232825181414,0.296,0.178,0.000472086161274135,"PM6","Thor"
4.65186940799705e-08,-0.165332644571034,0.214,0.119,0.000483422268879054,"PM6","CG7806"
4.88798485482426e-08,0.173554576772897,0.9,0.702,0.000507959386113337,"PM6","levy"
5.000158689613e-08,0.284443245902102,0.072,0.029,0.000519616491024583,"PM6","CG1607"
5.00357366079759e-08,-0.160109563464037,0.698,0.734,0.000519971374830086,"PM6","Sap-r"
5.0486872280235e-08,0.255013227024473,0.728,0.525,0.000524659576736202,"PM6","Spn27A"
5.19549382338213e-08,0.688305601228216,0.16,0.087,0.000539915718125871,"PM6","CG42259"
5.28184162727963e-08,0.543190858124198,0.062,0.023,0.000548888981906899,"PM6","CG12883"
5.39622654315747e-08,-0.157957124708177,0.358,0.218,0.000560775862364925,"PM6","maf-S"
5.54760063361921e-08,0.112496517857267,0.174,0.095,0.000576506657845708,"PM6","mRNA-cap"
5.58247172996552e-08,0.367040290689775,0.064,0.024,0.000580130462178017,"PM6","CG18809"
5.6248319621571e-08,0.216337709959199,0.108,0.051,0.000584532537507366,"PM6","hppy"
5.7788810515412e-08,0.331658035900318,0.104,0.048,0.000600541318876161,"PM6","CG42360"
6.08468498230019e-08,0.192746591598542,0.104,0.048,0.000632320463360636,"PM6","Ptp99A"
6.13370264213337e-08,-1.63162527863032,0.08,0.167,0.0006374143785705,"PM6","Tnpo"
6.18304359268136e-08,0.147997024812361,0.192,0.107,0.000642541890151447,"PM6","Aef1"
6.20865529067278e-08,-0.784391954496862,0.244,0.35,0.000645203457806715,"PM6","eIF3i"
6.32092643044888e-08,0.167915029628566,0.23,0.135,0.000656870674652247,"PM6","CG4768"
6.73379622515777e-08,1.12689621138338,0.016,0.003,0.000699776103718396,"PM6","asRNA:CR42547"
6.73928999834907e-08,3.58878111631838,0.018,0.003,0.000700347016628435,"PM6","CG33293"
7.07689845531972e-08,0.162250174930356,0.114,0.055,0.000735431287476825,"PM6","Cdk7"
7.16293488130033e-08,0.243097735215774,0.13,0.066,0.00074437219286473,"PM6","CG10463"
7.31334676887216e-08,-0.106358070948936,0.244,0.142,0.000760002996221195,"PM6","Ufd1-like"
7.32342698951079e-08,-0.516973095212864,0.668,0.639,0.000761050532749961,"PM6","Fer1HCH"
7.40977119991991e-08,0.190847295853087,0.13,0.066,0.000770023423095677,"PM6","l(2)k01209"
7.48115281352015e-08,0.408872756953823,0.112,0.054,0.000777441400381014,"PM6","B4"
7.49417047520103e-08,0.165089787479172,0.164,0.088,0.000778794195782891,"PM6","TBCD"
7.52698786818221e-08,5.9473790190169,0.01,0.001,0.000782204579261495,"PM6","CG42659"
7.54298922728069e-08,4.46340109987569,0.01,0.001,0.000783867440499009,"PM6","CG7886"
7.54833033111559e-08,4.58176664522321,0.01,0.001,0.000784422488009532,"PM6","lncRNA:CR43356"
7.56040693852883e-08,-1.30329281585809,0.122,0.215,0.000785677489051916,"PM6","CG7120"
7.57584807619849e-08,1.91923357952393,0.022,0.005,0.000787282132078547,"PM6","bip1"
7.58582075147925e-08,4.66236589558614,0.01,0.001,0.000788318492493723,"PM6","soti"
7.656912010291e-08,-1.02927834629408,0.17,0.268,0.000795706296109441,"PM6","CCT6"
7.6846862090355e-08,-1.70070189378989,0.066,0.149,0.000798592590842969,"PM6","Plp"
7.76019186074016e-08,0.115397854236694,0.116,0.056,0.000806439138168118,"PM6","Mocs1"
7.87148198707904e-08,0.44603872895554,0.09,0.04,0.000818004408097254,"PM6","Tbp"
7.87730699059541e-08,0.485871337527825,0.136,0.07,0.000818609742462676,"PM6","NC2beta"
7.96027562352393e-08,-1.87912102666292,0.06,0.142,0.000827231842796606,"PM6","Orct"
8.36266569507515e-08,0.433913022004431,0.086,0.038,0.00086904821903221,"PM6","DNApol-eta"
8.39549120464398e-08,0.398680216847247,0.088,0.039,0.000872459445986603,"PM6","CG5805"
8.46014383105936e-08,-1.39688089573688,0.12,0.211,0.000879178146923688,"PM6","Zasp52"
8.478653268498e-08,5.07392390250236,0.012,0.002,0.000881101647662312,"PM6","CG3982"
8.54428527308538e-08,0.311984724898864,0.078,0.033,0.000887922125579033,"PM6","CG7246"
8.8757018847863e-08,0.175262100020895,0.126,0.063,0.000922362939866993,"PM6","Klp64D"
8.90552006491362e-08,2.93452736822303,0.012,0.002,0.000925461645145823,"PM6","asRNA:CR43637"
9.49166011408229e-08,-0.214704924482303,0.282,0.166,0.000986373319055431,"PM6","CG33461"
9.69647777868045e-08,1.28162485069305,0.028,0.007,0.00100765797076047,"PM6","asRNA:CR43683"
9.7667480314669e-08,-0.186479052598949,0.248,0.145,0.00101496045543004,"PM6","woc"
9.84814463986443e-08,-0.158312090953543,0.302,0.182,0.00102341919097471,"PM6","anne"
1.00690341683211e-07,0.147500811642583,0.18,0.1,0.00104637403077193,"PM6","CG11414"
1.01231824704639e-07,-1.08141971163261,0.126,0.221,0.00105200112233061,"PM6","Pfdn2"
1.02671707951984e-07,0.30062982262851,0.108,0.052,0.00106696438903702,"PM6","CG3756"
1.03887029359277e-07,-0.113545026438076,0.4,0.251,0.0010795940091016,"PM6","Sap47"
1.03911625207916e-07,0.100597602490392,0.258,0.156,0.00107984960916067,"PM6","pelo"
1.03970115981023e-07,-1.38345205678713,0.11,0.199,0.00108045744527479,"PM6","Ugt317A1"
1.05418775428368e-07,0.100404250415421,0.742,0.512,0.0010955119142516,"PM6","Prosalpha5"
1.05905832337092e-07,-1.61869737193848,0.078,0.163,0.00110057340964706,"PM6","FucTB"
1.05908223790485e-07,1.80785375290582,0.04,0.013,0.00110059826163072,"PM6","CG6569"
1.07385294469381e-07,0.157800553315314,0.094,0.043,0.00111594798012581,"PM6","CG4957"
1.07451204537461e-07,0.648385994661782,0.042,0.013,0.0011166329175533,"PM6","slif"
1.076179914662e-07,0.2209682393005,0.182,0.101,0.00111836616731675,"PM6","U2A"
1.07656023888438e-07,-3.33828380579268,0.184,0.285,0.00111876140024865,"PM6","PPO2"
1.10768144405032e-07,0.195416459938432,0.116,0.057,0.00115110255665709,"PM6","CG14414"
1.11794254198386e-07,-0.145538650572022,0.4,0.249,0.00116176588962963,"PM6","Mec2"
1.11954532986826e-07,0.21924325517509,0.128,0.065,0.00116343150679909,"PM6","her"
1.12294942352164e-07,1.26040492932651,0.02,0.004,0.00116696904092368,"PM6","CG6216"
1.1298895921404e-07,-1.05261731768831,0.244,0.328,0.0011741812641523,"PM6","CG31705"
1.16593579519859e-07,0.166680883333811,0.912,0.757,0.00121164047837037,"PM6","AnxB11"
1.19074463541746e-07,0.237722322183268,0.15,0.08,0.00123742182512582,"PM6","stau"
1.19844866798935e-07,0.253858299692048,0.144,0.076,0.00124542785577453,"PM6","CG17168"
1.21086239939967e-07,1.03595263103243,0.034,0.01,0.00125832820545614,"PM6","unc-5"
1.21862668270307e-07,1.61319295752496,0.026,0.006,0.00126639684866503,"PM6","lncRNA:CR46015"
1.24104499735912e-07,0.183138393395879,0.152,0.082,0.0012896939612556,"PM6","CG32022"
1.25904389802726e-07,-1.24424556502768,0.108,0.199,0.00130839841882993,"PM6","CG10877"
1.29229209001887e-07,0.861398797343679,0.05,0.018,0.0013429499399476,"PM6","lncRNA:CR44779"
1.30522275175517e-07,0.130865101662006,0.992,0.972,0.00135638748362397,"PM6","mt:CoII"
1.3587748703298e-07,2.29375583290173,0.02,0.004,0.00141203884524673,"PM6","CG8219"
1.37169098375322e-07,0.170785397688076,0.218,0.128,0.00142546127031634,"PM6","CG11562"
1.37698718537446e-07,0.103131725269897,0.1,0.047,0.00143096508304114,"PM6","CG6550"
1.40329879149892e-07,0.194976225560417,0.19,0.108,0.00145830810412567,"PM6","M1BP"
1.40733632046803e-07,0.469900877520042,0.074,0.031,0.00146250390423037,"PM6","Gdn1"
1.4208563086891e-07,1.87051674124153,0.03,0.008,0.00147655387598972,"PM6","CG43774"
1.44997121769923e-07,0.106321297379887,0.33,0.209,0.00150681008943304,"PM6","Pfdn4"
1.47119318528357e-07,0.181144313321258,0.196,0.112,0.00152886395814669,"PM6","ReepA"
1.52509010408754e-07,-0.115295655850569,0.242,0.142,0.00158487363616777,"PM6","CG2811"
1.526632081437e-07,0.942692724905967,0.06,0.023,0.00158647605902933,"PM6","CG8833"
1.54593359538667e-07,0.255153523225429,0.108,0.052,0.00160653419232583,"PM6","Ing5"
1.55950324201465e-07,0.126922327579146,0.112,0.055,0.00162063576910163,"PM6","Wdr92"
1.67839836348079e-07,0.51898833589326,0.048,0.017,0.00174419157932924,"PM6","CG14174"
1.692866966165e-07,-0.540607215060836,0.754,0.684,0.00175922735123866,"PM6","Idgf3"
1.75246293408101e-07,0.265420552170125,0.082,0.036,0.00182115948109699,"PM6","CG10948"
1.75502685730097e-07,1.95573199569487,0.018,0.003,0.00182382391010717,"PM6","snoRNA:Me28S-G3253"
1.8180422931435e-07,0.120323683837057,0.152,0.081,0.00188930955103472,"PM6","wuho"
1.82684806852141e-07,0.886975536725792,0.07,0.029,0.00189846051280745,"PM6","CG30089"
1.83793086924765e-07,1.74336209424866,0.018,0.003,0.00190997775932216,"PM6","CG13078"
1.84022005206765e-07,-0.112927672026623,0.378,0.237,0.0019123566781087,"PM6","ND-51"
1.85907525598283e-07,1.25050693271196,0.02,0.004,0.00193195100601735,"PM6","lncRNA:CR44060"
1.95034687816973e-07,0.507751119615913,0.04,0.013,0.00202680047579398,"PM6","CG13604"
1.99261581640811e-07,0.985551082291501,0.042,0.014,0.00207072635641131,"PM6","upd2"
2.02063814496026e-07,0.110280826348269,0.132,0.068,0.00209984716024271,"PM6","Adar"
2.0349144223664e-07,0.164539248747884,0.156,0.085,0.00211468306772317,"PM6","Sfxn2"
2.04090227779009e-07,0.165865437519983,0.168,0.093,0.00212090564707946,"PM6","CG5316"
2.05891157616916e-07,0.149622693484392,0.168,0.093,0.00213962090995499,"PM6","CLS"
2.07146937446969e-07,0.126843298716736,0.114,0.056,0.0021526709739489,"PM6","smash"
